id,pokemon_id,ability1_id,ability2_id,ability_hidden_id,type1,type2,egg_group1,egg_group2,height,weight,color,actual_color,shape,male_ratio,female_ratio,growth_rate,catch_rate,hatch_cycles,base_friendship,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,yield_base_exp,yield_hp,yield_attack,yield_defense,yield_sp_attack,yield_sp_defense,yield_speed,gen
519,519,145,105,79,normal,flying,flying,,30,210,gray,gray,wings-single,0,0,medium-slow,255,15,50,50,55,50,36,30,43,53,0,1,0,0,0,0,8
520,520,145,105,79,normal,flying,flying,,60,1500,gray,gray,wings-single,0,0,medium-slow,120,15,50,62,77,62,50,42,65,125,0,2,0,0,0,0,8
521,521,145,105,79,normal,flying,flying,,120,2900,gray,gray,wings-single,0,0,medium-slow,45,15,50,80,115,80,65,55,93,244,0,3,0,0,0,0,8
522,522,31,78,157,electric,,field,,80,2980,black,black,quadruped,0,0,medium-fast,190,20,70,45,60,32,50,32,76,59,0,0,0,0,0,1,8
523,523,31,78,157,electric,,field,,160,7950,black,black,quadruped,0,0,medium-fast,75,20,70,75,100,63,80,63,116,174,0,0,0,0,0,2,8
524,524,5,133,159,rock,,mineral,,40,1800,blue,blue,head-legs,0,0,medium-slow,255,15,50,55,75,85,25,25,15,56,0,0,1,0,0,0,8
525,525,5,133,159,rock,,mineral,,90,10200,blue,blue,tentacles,0,0,medium-slow,120,15,50,70,105,105,50,40,20,137,0,1,1,0,0,0,8
526,526,5,45,159,rock,,mineral,,170,26000,blue,blue,tentacles,0,0,medium-slow,45,15,50,85,135,130,60,80,25,258,0,3,0,0,0,0,8
527,527,109,103,86,psychic,flying,flying,field,40,210,blue,blue,wings-single,0,0,medium-fast,190,15,50,65,45,43,55,43,72,65,0,0,0,0,0,1,8
528,528,109,103,86,psychic,flying,flying,field,90,1050,blue,blue,wings-single,0,0,medium-fast,45,15,50,67,57,55,77,55,114,149,0,0,0,0,0,2,8
529,529,146,159,104,ground,,field,,30,850,gray,gray,bipedal-tailed,0,0,medium-fast,120,20,50,60,85,40,30,45,68,66,0,1,0,0,0,0,8
530,530,146,159,104,ground,steel,field,,70,4040,gray,gray,bipedal-tailless,0,0,medium-fast,60,20,50,110,135,60,50,65,88,178,0,2,0,0,0,0,8
531,531,131,144,103,normal,,fairy,,110,3100,pink,pink,bipedal-tailed,0,0,fast,255,20,50,103,60,86,60,86,50,390,2,0,0,0,0,0,8
532,532,62,125,89,fighting,,human-like,,60,1250,gray,gray,bipedal-tailless,0,0,medium-slow,180,20,70,75,80,55,25,35,35,61,0,1,0,0,0,0,8
533,533,62,125,89,fighting,,human-like,,120,4000,gray,gray,bipedal-tailless,0,0,medium-slow,90,20,50,85,105,85,40,50,40,142,0,2,0,0,0,0,8
534,534,62,125,89,fighting,,human-like,,140,8700,brown,brown,bipedal-tailless,0,0,medium-slow,45,20,50,105,140,95,55,65,45,253,0,3,0,0,0,0,8
535,535,33,93,11,water,,water-1,,50,450,blue,blue,fins,0,0,medium-slow,255,20,50,50,50,40,50,40,64,59,0,0,0,0,0,1,8
536,536,33,93,11,water,ground,water-1,,80,1700,blue,blue,bipedal-tailed,0,0,medium-slow,120,20,50,75,65,55,65,55,69,134,2,0,0,0,0,0,8
537,537,33,143,11,water,ground,water-1,,150,6200,blue,blue,bipedal-tailless,0,0,medium-slow,45,20,50,105,95,75,85,75,74,255,3,0,0,0,0,0,8
538,538,62,39,104,fighting,,human-like,,130,5550,red,red,bipedal-tailless,100,0,medium-fast,45,20,50,120,100,85,30,85,45,163,2,0,0,0,0,0,8
539,539,5,39,104,fighting,,human-like,,140,5100,blue,blue,bipedal-tailless,100,0,medium-fast,45,20,50,75,125,75,30,75,85,163,0,2,0,0,0,0,8
540,540,68,34,142,bug,grass,bug,,30,250,yellow,yellow,insectoid,0,0,medium-slow,255,15,70,45,53,70,40,60,42,62,0,0,1,0,0,0,8
541,541,102,34,142,bug,grass,bug,,50,730,green,green,head-arms,0,0,medium-slow,120,15,70,55,63,90,50,80,42,133,0,0,2,0,0,0,8
542,542,68,34,142,bug,grass,bug,,120,2050,yellow,yellow,bipedal-tailless,0,0,medium-slow,45,15,70,75,103,80,70,80,92,225,0,3,0,0,0,0,8
543,543,38,68,3,bug,poison,bug,,40,530,red,red,insectoid,0,0,medium-slow,255,15,50,30,45,59,30,39,57,52,0,0,1,0,0,0,8
544,544,38,68,3,bug,poison,bug,,120,5850,gray,gray,head,0,0,medium-slow,120,15,50,40,55,99,40,79,47,126,0,0,2,0,0,0,8
545,545,38,68,3,bug,poison,bug,,250,20050,red,red,insectoid,0,0,medium-slow,45,20,50,60,100,89,55,69,112,243,0,0,0,0,0,3,8
546,546,158,151,34,grass,fairy,fairy,grass,30,60,green,green,head,0,0,medium-fast,190,20,50,40,27,60,37,50,66,56,0,0,0,0,0,1,8
547,547,158,151,34,grass,fairy,fairy,grass,70,660,green,green,bipedal-tailless,0,0,medium-fast,75,20,50,60,67,85,77,75,116,168,0,0,0,0,0,2,8
548,548,34,20,102,grass,,grass,,50,660,green,green,head-base,0,100,medium-fast,190,20,50,45,35,50,70,50,30,56,0,0,0,1,0,0,8
549,549,34,20,102,grass,,grass,,110,1630,green,green,head-base,0,100,medium-fast,75,20,50,70,60,75,110,75,90,168,0,0,0,2,0,0,8
550,550,120,91,104,water,,water-2,,100,1800,green,green,fins,0,0,medium-fast,25,40,50,70,92,65,80,55,98,161,0,0,0,0,0,2,8
551,551,22,153,83,ground,dark,field,,70,1520,brown,brown,quadruped,0,0,medium-slow,180,20,50,50,72,35,35,35,65,58,0,1,0,0,0,0,8
552,552,22,153,83,ground,dark,field,,100,3340,brown,brown,quadruped,0,0,medium-slow,90,20,50,60,82,45,45,45,74,123,0,2,0,0,0,0,8
553,553,22,153,83,ground,dark,field,,150,9630,red,red,bipedal-tailed,0,0,medium-slow,45,20,50,95,117,80,65,70,92,260,0,3,0,0,0,0,8
554,554,55,,39,fire,,field,,60,3750,red,red,bipedal-tailless,0,0,medium-slow,120,20,50,70,90,45,15,45,50,63,0,1,0,0,0,0,8
555,555,125,,161,fire,,field,,130,9290,red,red,quadruped,0,0,medium-slow,60,20,50,105,140,55,30,55,95,168,0,2,0,0,0,0,8
556,556,11,34,114,grass,,grass,,100,2800,green,green,head-base,0,0,medium-fast,255,20,50,75,86,67,106,67,60,161,0,0,0,2,0,0,8
557,557,5,75,133,bug,rock,bug,mineral,30,1450,red,red,insectoid,0,0,medium-fast,190,20,50,50,65,85,35,35,55,65,0,0,1,0,0,0,8
558,558,5,75,133,bug,rock,bug,mineral,140,20000,red,red,insectoid,0,0,medium-fast,75,20,50,70,105,125,65,75,45,170,0,0,2,0,0,0,8
559,559,61,153,22,dark,fighting,field,dragon,60,1180,yellow,yellow,bipedal-tailed,0,0,medium-fast,180,15,35,50,75,70,35,70,48,70,0,1,0,0,0,0,8
560,560,61,153,22,dark,fighting,field,dragon,110,3000,red,red,bipedal-tailed,0,0,medium-fast,90,15,50,65,90,115,45,115,58,171,0,0,1,0,1,0,8
561,561,147,98,110,psychic,flying,flying,,140,1400,black,black,wings-single,0,0,medium-fast,45,20,50,72,58,80,103,80,97,172,0,0,0,2,0,0,8
562,562,152,,,ghost,,mineral,amorphous,50,150,black,black,head-arms,0,0,medium-fast,190,25,50,38,30,85,55,65,30,61,0,0,1,0,0,0,8
563,563,152,,,ghost,,mineral,amorphous,170,7650,yellow,yellow,head-base,0,0,medium-fast,90,25,50,58,50,145,95,105,30,169,0,0,2,0,0,0,8
564,564,116,5,33,water,rock,water-1,water-3,70,1650,blue,blue,quadruped,0,0,medium-fast,45,30,50,54,78,103,53,45,22,71,0,0,1,0,0,0,8
565,565,116,5,33,water,rock,water-1,water-3,120,8100,blue,blue,bipedal-tailed,0,0,medium-fast,45,30,50,74,108,133,83,65,32,173,0,0,2,0,0,0,8
566,566,129,,,rock,flying,flying,water-3,50,950,yellow,yellow,wings-single,0,0,medium-fast,45,30,50,55,112,45,74,45,70,71,0,1,0,0,0,0,8
567,567,129,,,rock,flying,flying,water-3,140,3200,yellow,yellow,wings-single,0,0,medium-fast,45,30,50,75,140,65,112,65,110,177,0,2,0,0,0,0,8
568,568,1,60,106,poison,,mineral,,60,3100,green,green,bipedal-tailless,0,0,medium-fast,190,20,50,50,50,62,40,62,65,66,0,0,0,0,0,1,8
569,569,1,133,106,poison,,mineral,,190,10730,green,green,bipedal-tailless,0,0,medium-fast,60,20,50,80,95,82,60,82,75,166,0,2,0,0,0,0,8
570,570,149,,,dark,,field,,70,1250,gray,gray,quadruped,0,0,medium-slow,75,25,50,40,65,40,80,40,65,66,0,0,0,1,0,0,8
571,571,149,,,dark,,field,,160,8109,gray,gray,bipedal-tailed,0,0,medium-slow,45,20,50,60,105,60,120,60,105,179,0,0,0,2,0,0,8
572,572,56,101,92,normal,,field,,40,580,gray,gray,quadruped,0,0,fast,255,15,50,55,50,40,40,40,75,60,0,0,0,0,0,1,8
573,573,56,101,92,normal,,field,,50,750,gray,gray,quadruped,0,0,fast,60,15,50,75,95,60,65,60,115,165,0,0,0,0,0,2,8
574,574,119,172,23,psychic,,human-like,,40,580,purple,purple,bipedal-tailless,0,0,medium-slow,200,20,50,45,30,50,55,65,45,58,0,0,0,0,1,0,8
575,575,119,172,23,psychic,,human-like,,70,1800,purple,purple,bipedal-tailless,0,0,medium-slow,100,20,50,60,45,70,75,85,55,137,0,0,0,0,2,0,8
576,576,119,172,23,psychic,,human-like,,150,4400,purple,purple,bipedal-tailless,0,0,medium-slow,50,20,50,70,55,95,95,110,65,245,0,0,0,0,3,0,8
577,577,142,98,144,psychic,,amorphous,,30,100,green,green,head,0,0,medium-slow,200,20,50,45,30,40,105,50,20,58,0,0,0,1,0,0,8
578,578,142,98,144,psychic,,amorphous,,60,800,green,green,head,0,0,medium-slow,100,20,50,65,40,50,125,60,30,130,0,0,0,2,0,0,8
579,579,142,98,144,psychic,,amorphous,,100,2010,green,green,head-arms,0,0,medium-slow,50,20,50,110,65,75,125,85,30,245,0,0,0,3,0,0,8
580,580,51,145,93,water,flying,water-1,flying,50,550,blue,blue,wings-single,0,0,medium-fast,190,20,70,62,44,50,44,50,55,61,1,0,0,0,0,0,8
581,581,51,145,93,water,flying,water-1,flying,130,2420,white,white,wings-single,0,0,medium-fast,45,20,70,75,87,63,87,63,98,166,0,0,0,0,0,2,8
582,582,115,81,133,ice,,mineral,,40,570,white,white,head-base,0,0,slow,255,20,50,36,50,50,65,60,44,61,0,0,0,1,0,0,8
583,583,115,81,133,ice,,mineral,,110,4100,white,white,head-base,0,0,slow,120,20,50,51,65,65,80,75,59,138,0,0,0,2,0,0,8
584,584,115,117,133,ice,,mineral,,130,5750,white,white,multiple,0,0,slow,45,20,50,71,95,85,110,95,79,268,0,0,0,3,0,0,8
585,585,34,157,32,normal,grass,field,,60,1950,pink,pink,quadruped,0,0,medium-fast,190,20,70,60,60,50,40,50,75,67,0,0,0,0,0,1,8
586,586,34,157,32,normal,grass,field,,190,9250,brown,brown,quadruped,0,0,medium-fast,75,20,70,80,100,70,60,70,95,166,0,2,0,0,0,0,8
587,587,9,,78,electric,flying,field,,40,500,white,white,quadruped,0,0,medium-fast,200,20,50,55,75,60,75,60,103,150,0,0,0,0,0,2,8
588,588,68,61,99,bug,,bug,,50,590,blue,blue,bipedal-tailless,0,0,medium-fast,200,15,50,50,75,45,40,45,60,63,0,1,0,0,0,0,8
589,589,68,75,142,bug,steel,bug,,100,3300,gray,gray,head-arms,0,0,medium-fast,75,15,50,70,135,105,60,105,20,173,0,2,0,0,0,0,8
590,590,27,,144,grass,poison,grass,,20,100,white,white,head-arms,0,0,medium-fast,190,20,50,69,55,45,55,55,15,59,1,0,0,0,0,0,8
591,591,27,,144,grass,poison,grass,,60,1050,white,white,head-arms,0,0,medium-fast,75,20,50,114,85,70,85,80,30,162,2,0,0,0,0,0,8
592,592,11,130,6,water,ghost,amorphous,,120,3300,white,white,tentacles,0,0,medium-fast,190,20,50,55,40,50,65,85,40,67,0,0,0,0,1,0,8
593,593,11,130,6,water,ghost,amorphous,,220,13500,white,white,tentacles,0,0,medium-fast,60,20,50,100,60,70,85,105,60,168,0,0,0,0,2,0,8
594,594,131,93,144,water,,water-1,water-2,120,3160,pink,pink,fins,0,0,fast,75,40,70,165,75,80,40,45,65,165,2,0,0,0,0,0,8
595,595,14,127,68,bug,electric,bug,,10,60,yellow,yellow,insectoid,0,0,medium-fast,190,20,50,50,47,50,57,50,65,64,0,0,0,0,0,1,8
596,596,14,127,68,bug,electric,bug,,80,1430,yellow,yellow,insectoid,0,0,medium-fast,75,20,50,70,77,60,97,60,108,165,0,0,0,0,0,2,8
597,597,160,,,grass,steel,grass,mineral,60,1880,gray,gray,head,0,0,medium-fast,255,20,50,44,50,91,24,86,10,61,0,0,1,0,0,0,8
598,598,160,,107,grass,steel,grass,mineral,100,11000,gray,gray,tentacles,0,0,medium-fast,90,20,50,74,94,131,54,116,20,171,0,0,2,0,0,0,8
599,599,57,58,29,steel,,mineral,,30,2100,gray,gray,multiple,0,0,medium-slow,130,20,50,40,55,70,45,60,30,60,0,0,1,0,0,0,8
600,600,57,58,29,steel,,mineral,,60,5100,gray,gray,multiple,0,0,medium-slow,60,20,50,60,80,95,70,85,50,154,0,0,2,0,0,0,8
601,601,57,58,29,steel,,mineral,,60,8100,gray,gray,multiple,0,0,medium-slow,30,20,50,60,100,115,70,85,90,260,0,0,3,0,0,0,8
602,602,26,,,electric,,amorphous,,20,30,white,white,fins,0,0,slow,190,20,70,35,55,40,45,40,60,55,0,0,0,0,0,1,8
603,603,26,,,electric,,amorphous,,120,2200,blue,blue,fins,0,0,slow,60,20,70,65,85,70,75,70,40,142,0,2,0,0,0,0,8
604,604,26,,,electric,,amorphous,,210,8050,blue,blue,fins,0,0,slow,30,20,70,85,115,80,105,80,50,232,0,3,0,0,0,0,8
605,605,140,28,148,psychic,,human-like,,50,900,blue,blue,bipedal-tailed,0,0,medium-fast,255,20,50,55,55,55,85,55,30,67,0,0,0,1,0,0,8
606,606,140,28,148,psychic,,human-like,,100,3450,brown,brown,bipedal-tailless,0,0,medium-fast,90,20,50,75,75,75,125,95,40,170,0,0,0,2,0,0,8
607,607,18,49,151,ghost,fire,amorphous,,30,310,white,white,head-base,0,0,medium-slow,190,20,50,50,30,55,65,55,20,55,0,0,0,1,0,0,8
608,608,18,49,151,ghost,fire,amorphous,,60,1300,black,black,head-arms,0,0,medium-slow,90,20,50,60,40,60,95,60,55,130,0,0,0,2,0,0,8
609,609,18,49,151,ghost,fire,amorphous,,100,3429,black,black,head-arms,0,0,medium-slow,45,20,50,60,55,90,145,90,80,260,0,0,0,3,0,0,8
610,610,79,104,127,dragon,,monster,dragon,60,1800,green,green,bipedal-tailed,0,0,slow,75,40,35,46,87,60,30,40,57,64,0,1,0,0,0,0,8
611,611,79,104,127,dragon,,monster,dragon,100,3600,green,green,bipedal-tailed,0,0,slow,60,40,35,66,117,70,40,50,67,144,0,2,0,0,0,0,8
612,612,79,104,127,dragon,,monster,dragon,180,10550,yellow,yellow,bipedal-tailed,0,0,slow,45,40,35,76,147,90,60,70,97,270,0,3,0,0,0,0,8
613,613,81,202,155,ice,,field,,50,850,white,white,bipedal-tailed,0,0,medium-fast,120,20,50,55,70,40,60,40,40,61,0,1,0,0,0,0,8
614,614,81,202,33,ice,,field,,260,26000,white,white,quadruped,0,0,medium-fast,60,20,50,95,130,80,70,80,50,177,0,2,0,0,0,0,8
615,615,26,,,ice,,mineral,,110,14800,blue,blue,head,0,0,medium-fast,25,25,50,80,50,50,95,135,105,180,0,0,0,0,2,0,8
616,616,93,75,142,bug,,bug,,40,770,red,red,head,0,0,medium-fast,200,15,50,50,40,85,40,65,25,61,0,0,1,0,0,0,8
617,617,93,60,84,bug,,bug,,80,2530,red,red,head-arms,0,0,medium-fast,75,15,50,80,70,40,100,60,145,173,0,0,0,0,0,2,8
618,618,9,7,8,ground,electric,water-1,amorphous,70,1100,brown,brown,fins,0,0,medium-fast,75,20,70,109,66,84,81,99,32,165,2,0,0,0,0,0,8
619,619,39,144,120,fighting,,field,human-like,90,2000,yellow,yellow,bipedal-tailed,0,0,medium-slow,180,25,50,45,85,50,55,50,65,70,0,1,0,0,0,0,8
620,620,39,144,120,fighting,,field,human-like,140,3550,purple,purple,bipedal-tailed,0,0,medium-slow,45,25,50,65,125,60,95,60,105,179,0,2,0,0,0,0,8
621,621,24,125,104,dragon,,monster,dragon,160,13900,red,red,bipedal-tailed,0,0,medium-fast,45,30,50,77,120,90,60,90,48,170,0,2,0,0,0,0,8
622,622,89,103,99,ground,ghost,mineral,,100,9200,green,green,bipedal-tailless,0,0,medium-fast,190,25,50,59,74,50,35,50,35,61,0,1,0,0,0,0,8
623,623,89,103,99,ground,ghost,mineral,,280,33000,green,green,bipedal-tailless,0,0,medium-fast,90,25,50,89,124,80,55,80,55,169,0,2,0,0,0,0,8
624,624,128,39,46,dark,steel,human-like,,50,1019,red,red,bipedal-tailless,0,0,medium-fast,120,20,35,45,85,70,40,40,60,68,0,1,0,0,0,0,8
625,625,128,39,46,dark,steel,human-like,,160,7000,red,red,bipedal-tailless,0,0,medium-fast,45,20,35,65,125,100,60,70,70,172,0,2,0,0,0,0,8
626,626,120,157,43,normal,,field,,160,9460,brown,brown,quadruped,0,0,medium-fast,45,20,50,95,110,95,40,95,55,172,0,2,0,0,0,0,8
627,627,51,125,55,normal,flying,flying,,50,1050,white,white,wings-single,100,0,slow,190,20,50,70,83,50,37,50,60,70,0,1,0,0,0,0,8
628,628,51,125,128,normal,flying,flying,,150,4100,red,red,wings-single,100,0,slow,60,20,50,100,123,75,57,75,80,179,0,2,0,0,0,0,8
629,629,145,142,133,dark,flying,flying,,50,900,brown,brown,wings-single,0,100,slow,190,20,35,70,55,75,45,65,60,74,0,0,1,0,0,0,8
630,630,145,142,133,dark,flying,flying,,120,3950,brown,brown,wings-single,0,100,slow,60,20,35,110,65,105,55,95,80,179,0,0,0,2,0,0,8
631,631,82,18,73,fire,,field,,140,5800,red,red,bipedal-tailed,0,0,medium-fast,90,20,50,85,97,66,105,66,65,169,0,0,0,2,0,0,8
632,632,68,55,54,bug,steel,bug,,30,3300,gray,gray,insectoid,0,0,medium-fast,90,20,50,58,109,112,48,48,109,169,0,0,2,0,0,0,8
633,633,55,,,dark,dragon,dragon,,80,1730,blue,blue,quadruped,0,0,slow,45,40,35,52,65,50,45,50,38,60,0,1,0,0,0,0,8
634,634,55,,,dark,dragon,dragon,,140,5000,blue,blue,quadruped,0,0,slow,45,40,35,72,85,70,65,70,58,147,0,2,0,0,0,0,8
635,635,26,,,dark,dragon,dragon,,180,16000,blue,blue,bipedal-tailed,0,0,slow,45,40,35,92,105,90,125,90,98,300,0,0,0,3,0,0,8
636,636,49,,68,bug,fire,bug,,110,2880,white,white,insectoid,0,0,slow,45,40,50,55,85,55,50,55,60,72,0,1,0,0,0,0,8
637,637,49,,68,bug,fire,bug,,160,4600,white,white,wings-multiple,0,0,slow,15,40,50,85,60,65,135,105,100,275,0,0,0,3,0,0,8
638,638,154,,,steel,fighting,undiscovered,,210,25000,blue,blue,quadruped,0,0,slow,3,80,35,91,90,129,90,72,108,290,0,0,3,0,0,0,8
639,639,154,,,rock,fighting,undiscovered,,190,26000,gray,gray,quadruped,0,0,slow,3,80,35,91,129,90,72,90,108,290,0,3,0,0,0,0,8
640,640,154,,,grass,fighting,undiscovered,,200,20000,green,green,quadruped,0,0,slow,3,80,35,91,90,72,90,129,108,290,0,0,0,0,3,0,8
641,641,158,,128,flying,,undiscovered,,150,6300,green,green,head-arms,100,0,slow,3,120,90,79,115,70,125,80,111,290,0,3,0,0,0,0,8
642,642,158,,128,electric,flying,undiscovered,,150,6100,blue,blue,head-arms,100,0,slow,3,120,90,79,115,70,125,80,111,290,0,3,0,0,0,0,8
643,643,163,,,dragon,fire,undiscovered,,320,33000,white,white,wings-single,0,0,slow,3,120,0,100,120,100,150,120,90,340,0,0,0,3,0,0,8
644,644,164,,,dragon,electric,undiscovered,,290,34500,black,black,bipedal-tailed,0,0,slow,3,120,0,100,150,120,120,100,90,340,0,3,0,0,0,0,8
645,645,159,,125,ground,flying,undiscovered,,150,6800,brown,brown,head-arms,100,0,slow,3,120,90,89,125,90,115,80,101,300,0,0,0,3,0,0,8
646,646,46,,,dragon,ice,undiscovered,,300,32500,gray,gray,bipedal-tailed,0,0,slow,3,120,0,125,130,90,130,90,95,330,1,1,0,1,0,0,8
647,647,154,,,water,fighting,undiscovered,,140,4850,yellow,yellow,quadruped,0,0,slow,3,80,35,91,72,90,129,90,108,290,0,0,0,3,0,0,8
648,648,32,,,normal,psychic,undiscovered,,60,650,white,white,bipedal-tailless,0,0,slow,3,120,100,100,77,77,128,128,90,270,0,0,0,1,1,1,8
649,649,88,,,bug,steel,undiscovered,,150,8250,purple,purple,bipedal-tailless,0,0,slow,3,120,0,71,120,95,120,95,99,300,0,1,0,1,0,1,8
650,650,65,,171,grass,,field,,40,900,green,green,bipedal-tailed,0,0,medium-slow,45,20,70,56,61,65,48,45,38,63,0,0,1,0,0,0,8
651,651,65,,171,grass,,field,,70,2900,green,green,bipedal-tailed,0,0,medium-slow,45,20,70,61,78,95,56,58,57,142,0,0,2,0,0,0,8
652,652,65,,171,grass,fighting,field,,160,9000,green,green,bipedal-tailed,0,0,medium-slow,45,20,70,88,107,122,74,75,64,239,0,0,3,0,0,0,8
653,653,66,,170,fire,,field,,40,940,red,red,quadruped,0,0,medium-slow,45,20,70,40,45,40,62,60,60,61,0,0,0,1,0,0,8
654,654,66,,170,fire,,field,,100,1450,red,red,bipedal-tailed,0,0,medium-slow,45,20,70,59,59,58,90,70,73,143,0,0,0,2,0,0,8
655,655,66,,170,fire,psychic,field,,150,3900,red,red,bipedal-tailed,0,0,medium-slow,45,20,70,75,69,72,114,100,104,240,0,0,0,3,0,0,8
656,656,67,,168,water,,water-1,,30,700,blue,blue,quadruped,0,0,medium-slow,45,20,70,41,56,40,62,44,71,63,0,0,0,0,0,1,8
657,657,67,,168,water,,water-1,,60,1090,blue,blue,bipedal-tailless,0,0,medium-slow,45,20,70,54,63,52,83,56,97,142,0,0,0,0,0,2,8
658,658,67,,168,water,dark,water-1,,150,4000,blue,blue,bipedal-tailless,0,0,medium-slow,45,20,70,72,95,67,103,71,122,239,0,0,0,0,0,3,8
659,659,53,167,37,normal,,field,,40,500,brown,brown,bipedal-tailed,0,0,medium-fast,255,15,50,38,36,38,32,36,57,47,0,0,0,0,0,1,8
660,660,53,167,37,normal,ground,field,,100,4240,brown,brown,bipedal-tailed,0,0,medium-fast,127,15,50,85,56,77,50,77,78,148,2,0,0,0,0,0,8
661,661,145,,177,normal,flying,flying,,30,170,red,red,wings-single,0,0,medium-slow,255,15,50,45,50,43,40,38,62,56,0,0,0,0,0,1,8
662,662,49,,177,fire,flying,flying,,70,1600,red,red,wings-single,0,0,medium-slow,120,15,50,62,73,55,56,52,84,134,0,0,0,0,0,2,8
663,663,49,,177,fire,flying,flying,,120,2450,red,red,wings-single,0,0,medium-slow,45,15,50,78,81,71,74,69,126,175,0,0,0,0,0,3,8
664,664,19,14,132,bug,,bug,,30,250,black,black,insectoid,0,0,medium-fast,255,15,70,38,35,40,27,25,35,40,0,0,1,0,0,0,8
665,665,61,,132,bug,,bug,,30,840,black,black,head-base,0,0,medium-fast,120,15,70,45,22,60,27,30,29,75,0,0,2,0,0,0,8
666,666,19,14,132,bug,flying,bug,,120,1700,white,white,wings-multiple,0,0,medium-fast,45,15,70,80,52,50,90,50,89,185,1,0,0,1,0,1,8
667,667,79,127,153,fire,normal,field,,60,1350,brown,brown,quadruped,0,0,medium-slow,220,20,70,62,50,58,73,54,72,74,0,0,0,1,0,0,8
668,668,79,127,153,fire,normal,field,,150,8150,brown,brown,quadruped,0,0,medium-slow,65,20,70,86,68,72,109,66,106,177,0,0,0,2,0,0,8
669,669,166,,180,fairy,,fairy,,10,10,white,white,head-arms,0,100,medium-fast,225,20,70,44,38,39,61,79,42,61,0,0,0,0,1,0,8
670,670,166,,180,fairy,,fairy,,20,90,white,white,head-arms,0,100,medium-fast,120,20,70,54,45,47,75,98,52,130,0,0,0,0,2,0,8
671,671,166,,180,fairy,,fairy,,110,1000,white,white,head-arms,0,100,medium-fast,45,20,70,78,65,68,112,154,75,248,0,0,0,0,3,0,8
672,672,157,,179,grass,,field,,90,3100,brown,brown,quadruped,0,0,medium-fast,200,20,70,66,65,48,62,57,52,70,1,0,0,0,0,0,8
673,673,157,,179,grass,,field,,170,9100,brown,brown,quadruped,0,0,medium-fast,45,20,70,123,100,62,97,81,68,186,2,0,0,0,0,0,8
674,674,89,104,113,fighting,,field,human-like,60,800,white,white,bipedal-tailed,0,0,medium-fast,220,25,50,67,82,62,46,48,43,70,0,1,0,0,0,0,8
675,675,89,104,113,fighting,dark,field,human-like,210,13600,white,white,bipedal-tailless,0,0,medium-fast,65,25,50,95,124,78,69,71,58,173,0,2,0,0,0,0,8
676,676,169,,,normal,,field,,120,2800,white,white,quadruped,0,0,medium-fast,160,20,70,75,80,60,65,90,102,165,0,0,0,0,0,1,8
677,677,51,151,20,psychic,,field,,30,350,gray,gray,bipedal-tailed,0,0,medium-fast,190,20,50,62,48,54,63,60,68,71,0,0,0,0,0,1,8
678,678,51,151,158,psychic,,field,,60,850,blue,blue,bipedal-tailed,100,0,medium-fast,75,20,50,74,48,76,83,81,104,163,0,0,0,0,0,2,8
679,679,99,,,steel,ghost,mineral,,80,200,brown,brown,head-base,0,0,medium-fast,180,20,50,45,80,100,35,37,28,65,0,0,1,0,0,0,8
680,680,99,,,steel,ghost,mineral,,80,450,brown,brown,multiple,0,0,medium-fast,90,20,50,59,110,150,45,49,35,157,0,0,2,0,0,0,8
681,681,176,,,steel,ghost,mineral,,170,5300,brown,brown,head-base,0,0,medium-fast,45,20,50,60,50,140,50,140,60,250,0,0,2,0,1,0,8
682,682,131,,165,fairy,,fairy,,20,50,pink,pink,head-arms,0,0,medium-fast,200,20,50,78,52,60,63,65,23,68,1,0,0,0,0,0,8
683,683,131,,165,fairy,,fairy,,80,1550,pink,pink,bipedal-tailless,0,0,medium-fast,140,20,50,101,72,72,99,89,29,162,2,0,0,0,0,0,8
684,684,175,,84,fairy,,fairy,,40,350,white,white,head-legs,0,0,medium-fast,200,20,50,62,48,66,59,57,49,68,0,0,1,0,0,0,8
685,685,175,,84,fairy,,fairy,,80,500,white,white,bipedal-tailless,0,0,medium-fast,140,20,50,82,80,86,85,75,72,168,0,0,2,0,0,0,8
686,686,126,21,151,dark,psychic,water-1,water-2,40,350,blue,blue,tentacles,0,0,medium-fast,190,20,50,53,54,53,37,46,45,58,0,1,0,0,0,0,8
687,687,126,21,151,dark,psychic,water-1,water-2,150,4700,blue,blue,head-base,0,0,medium-fast,80,20,50,86,92,88,68,75,73,169,0,2,0,0,0,0,8
688,688,181,97,124,rock,water,water-3,,50,3100,brown,brown,multiple,0,0,medium-fast,120,20,50,42,52,67,39,56,50,61,0,1,0,0,0,0,8
689,689,181,97,124,rock,water,water-3,,130,9600,brown,brown,multiple,0,0,medium-fast,45,20,50,72,105,115,54,86,68,175,0,2,0,0,0,0,8
690,690,38,143,91,poison,water,water-1,dragon,50,730,brown,brown,head-base,0,0,medium-fast,225,20,50,50,60,60,60,60,30,64,0,0,0,0,1,0,8
691,691,38,143,91,poison,dragon,water-1,dragon,180,8150,brown,brown,head-base,0,0,medium-fast,55,20,50,65,75,90,97,123,44,173,0,0,0,0,2,0,8
692,692,178,,,water,,water-1,water-3,50,830,blue,blue,insectoid,0,0,slow,225,15,50,50,53,62,58,63,44,66,0,0,0,1,0,0,8
